,concept,contrast
899,trm_557b4a7315f1b,cnt_5798cd3deaac0
900,trm_55b6b98b88f45,cnt_553152908ac51
901,trm_4aae62e4ad209,cnt_4de95f0aa8476
902,trm_4a3fd79d0b05e,cnt_4de95f0aa8476
903,trm_4b65259eeee34,cnt_4e038151ee9fb
904,trm_4a3fd79d09e9e,cnt_5024120d1b9af
905,trm_4a3fd79d0971e,cnt_4df24f7376278
906,trm_4a3fd79d09b04,cnt_4df24f7376278
907,trm_52090251db8c8,cnt_529ce0ceec559
908,trm_4b6525253c63f,cnt_4de7d90024fe4
909,trm_4a3fd79d0b7f4,cnt_5022b4da18b61
910,trm_557b491318742,cnt_553a768dc270f
911,trm_55b6b910b4b23,cnt_553a768dc270f
912,trm_4a3fd79d09d35,cnt_4dee593ebfcc7
913,trm_4a3fd79d0b247,cnt_4e02654a92111
914,trm_4ee8facd77dfc,cnt_527186d95c3cb
915,trm_557b4b154e0d9,cnt_55314b49e5c9d
916,trm_4a3fd79d0af71,cnt_55314b49e5c9d
917,trm_557b4a7315f1b,cnt_55314b49e5c9d
918,trm_55c6f87595b39,cnt_55314b49e5c9d
919,trm_4a3fd79d0b908,cnt_579615e961f37
920,trm_4a3fd79d0aa47,cnt_553a6640aa059
921,trm_557b4ab076338,cnt_553a6640aa059
922,trm_4aae62e4ad209,cnt_4e496d6e12225
923,trm_4a3fd79d09cae,cnt_4dffd3273f13e
924,trm_4a3fd79d0adf4,cnt_50eb1b6d46337
925,trm_4b7c270940f9d,cnt_5016e5cec4bf4
926,trm_55c6f58e77fbe,cnt_55314a1a5514c
927,trm_558c7b14c076e,cnt_55314a1a5514c
928,trm_4a3fd79d0b1e0,cnt_5007128e8defa
929,trm_523c7ba79c2f1,cnt_523c7cf0ea7b4
930,trm_551f0f822d95e,cnt_55a30468444a6
931,trm_551f11bb8f6a8,cnt_55a30468444a6
932,trm_52068e5bd9aa1,cnt_5208fff0019d6
933,trm_557b49ad14adf,cnt_553a6fb033bb0
934,trm_551f0f822d95e,cnt_55a3056e571ca
935,trm_4a3fd79d0b160,cnt_52405be30419a
936,trm_4fb3f4d58aeb0,cnt_4fb3f6ec53aa5
937,trm_510059e54b2cf,cnt_4fb3f6ec53aa5
938,trm_510059e54b2cf,cnt_4fb3f6ec53aa5
939,trm_4a3fd79d0b34b,cnt_5796442240254
940,trm_523ca883711cc,cnt_523ca9488df58
941,trm_557b4b3a6a34d,cnt_553a68284e225
942,trm_557b4b9ccdc4a,cnt_553a68284e225
943,trm_557b493e4203a,cnt_553a68284e225
944,trm_4a3fd79d0af71,cnt_553a68284e225
945,trm_557b4a7315f1b,cnt_553a68284e225
946,trm_4a3fd79d09c28,cnt_553a68284e225
947,trm_557b4993a0fdd,cnt_553a68284e225
948,trm_4a3fd79d0ac9e,cnt_4de56f49c2858
949,trm_4a3fd79d0b5a7,cnt_4de56f49c2858
950,trm_523e0419ec219,cnt_523df778821d2
951,trm_4a3fd79d0a61f,cnt_4dff8603c1398
952,trm_4a3fd79d0a3f6,cnt_5106ec3ec9e23
953,trm_4a3fd79d0a04f,cnt_52167f957d6ea
954,trm_4b65259eeee34,cnt_4e5d087f98fb2
955,trm_50070dce14554,cnt_50215d225f015
956,trm_557b4b9ccdc4a,cnt_553a65b8b5a92
957,trm_557b4ab076338,cnt_553a65b8b5a92
958,trm_4a3fd79d0af71,cnt_553a65b8b5a92
959,trm_557b4a7315f1b,cnt_553a65b8b5a92
960,trm_4a3fd79d0a78d,cnt_52713da7a1f5d
961,trm_4a3fd79d0a9dc,cnt_527280fcbc7f6
962,trm_4a3fd79d0a7bb,cnt_5262d9e96079d
963,trm_4a3fd79d0a1f4,cnt_4f41830a3d5a9
964,trm_4a3fd79d0a04f,cnt_4f41830a3d5a9
965,trm_52090251db8c8,cnt_520900265b01d
966,trm_4a3fd79d0b014,cnt_524b4a79a1a62
967,trm_559f0986182cc,cnt_55ef43b5be6da
968,trm_4c3e05903e4bb,cnt_55ef43b5be6da
969,trm_4a3fd79d09902,cnt_5526f6aa83790
970,trm_557b478ce1c24,cnt_54f8cbcb6fab6
971,trm_557b4b3a6a34d,cnt_54f8cbcb6fab6
972,trm_557b4a7315f1b,cnt_54f8cbcb6fab6
973,trm_4a3fd79d0af71,cnt_54f8cbcb6fab6
974,trm_4a3fd79d09c28,cnt_54f8cbcb6fab6
975,trm_4a3fd79d09ab2,cnt_55245849e85e0
976,trm_4a3fd79d0aac8,cnt_55245849e85e0
977,trm_4a3fd79d0b4b5,cnt_55245849e85e0
978,trm_4a3fd79d0b154,cnt_5255c9fbe77f0
979,trm_4a3fd79d09902,cnt_523df6dc5a14b
980,trm_4a3fd79d0b892,cnt_4dfa3ebab2930
981,trm_4a3fd79d09b04,cnt_4dfa3ebab2930
982,trm_4a3fd79d0971e,cnt_4dfa3ebab2930
983,trm_4a3fd79d0ac9e,cnt_526027fdc9141
984,trm_557b4b8cd05ca,cnt_55314b5e393d2
985,trm_557b4aeaeb744,cnt_55314b5e393d2
986,trm_4a3fd79d0af71,cnt_55314b5e393d2
987,trm_557b4a7315f1b,cnt_55314b5e393d2
988,trm_5159c8a5d3d13,cnt_525c4d10ef555
989,trm_523ca7e778c50,cnt_523ca992819fd
990,trm_4a3fd79d0ac93,cnt_52602e7ab102f
991,trm_5159c8a5d3d13,cnt_5262d98b148af
992,trm_4a3fd79d0a775,cnt_5271387cc163d
993,trm_4a3fd79d0a972,cnt_5007432c64f97
994,trm_4a3fd79d0b5a7,cnt_50eb17d3cde37
995,trm_55b6b952c1b4c,cnt_5531528173117
996,trm_558c736199abd,cnt_553a6e52baf3b
997,trm_523e034f9e69a,cnt_523df74587157
998,trm_559f09a5cdca9,cnt_553e7a5b2584d
999,trm_4a3fd79d0af66,cnt_4b44a5321112e
1000,trm_4a3fd79d09902,cnt_5007088618bd2
1001,trm_4a3fd79d0a775,cnt_4dff9a6e99c08
1002,trm_4a3fd79d0b826,cnt_4dff9a6e99c08
1003,trm_4a3fd79d09ab2,cnt_55a303261a647
1004,trm_4a3fd79d096f0,cnt_50f99541d75ac
1005,trm_4a3fd79d0b077,cnt_4e01268a18f79
1006,trm_523c7c886b614,cnt_523c7d2b82709
1007,trm_4a3fd79d098e0,cnt_525d87fb5b1f1
1008,trm_4a3fd79d0b46f,cnt_4df91d85ed597
1009,trm_4a3fd79d0a116,cnt_4df91d85ed597
1010,trm_4a3fd79d0b5fb,cnt_4df91d85ed597
1011,trm_4a3fd79d0b4b5,cnt_523f592b5aaf9
1012,trm_4c3e0646a2408,cnt_573609d150d95
1013,trm_4a3fd79d0b832,cnt_4df8fc0a76f53
1014,trm_4a3fd79d0b802,cnt_4df8fc0a76f53
1015,trm_50eb5469ba37a,cnt_50eb53a183bb6
1016,trm_4a3fd79d0b1a6,cnt_4e00e397017e2
1017,trm_4a3fd79d0b4b5,cnt_4e00e397017e2
1018,trm_4a3fd79d0b0c8,cnt_4e038b1c6fd1f
1019,trm_557b4b3a6a34d,cnt_4cacf26718047
1020,trm_4a3fd79d09c28,cnt_4cacf26718047
1021,trm_4a3fd79d0af71,cnt_4cacf26718047
1022,trm_557b4a7315f1b,cnt_4cacf26718047
1023,trm_5022ef7599294,cnt_524b4b1c6dd43
1024,trm_4a3fd79d0b58f,cnt_4de7c6ae5a2a1
1025,trm_4a3fd79d0b44c,cnt_5106f430082a0
1026,trm_4fa3afaeef512,cnt_523df7fc9aa9f
1027,trm_4a3fd79d0a972,cnt_50eb4e0450867
1028,trm_4a3fd79d0b1a6,cnt_4df26493887a0
1029,trm_4a3fd79d0b392,cnt_4de7ddfb129a6
1030,trm_4f4511e519b53,cnt_520613c2e388b
1031,trm_4a3fd79d0a398,cnt_4de671e75974e
1032,trm_4a3fd79d0b154,cnt_525c4abf79872
1033,trm_4a3fd79d0b392,cnt_4dffaa78530b6
1034,trm_4a3fd79d0b67d,cnt_4dffaa78530b6
1035,trm_4a3fd79d0a1a2,cnt_4dffaa78530b6
1036,trm_557b4add1837e,cnt_55399fa95aaee
1037,trm_557b4aa070c10,cnt_4ebca1f15eb7d
1038,trm_557b474e2b578,cnt_4ebca1f15eb7d
1039,trm_557b491318742,cnt_4ebca1f15eb7d
1040,trm_4a3fd79d0af66,cnt_4ebca1f15eb7d
1041,trm_4a3fd79d09713,cnt_4df7af3c32a49
1042,trm_4a3fd79d0a769,cnt_52717634eaa19
1043,trm_4a3fd79d09ab2,cnt_55a303c74baf9
1044,trm_523e034f9e69a,cnt_5297c9a46ea03
1045,trm_4a3fd79d0b4a9,cnt_55399e5388e65
1046,trm_557b4904ee26d,cnt_55399e5388e65
1047,trm_4c3e05903e4bb,cnt_55399e5388e65
1048,trm_4a3fd79d0b1a6,cnt_529cfb9f8cce6
1049,trm_4a3fd79d0b4b5,cnt_4df69c712873f
1050,trm_4a3fd79d09e9e,cnt_50241122ad82b
1051,trm_4a3fd79d09cae,cnt_4de6a2f38a5ed
1052,trm_4a3fd79d0ba01,cnt_4de6a2f38a5ed
1053,trm_4a3fd79d09902,cnt_50295d51eda87
1054,trm_4a3fd79d0a504,cnt_4dee50b24d8c4
1055,trm_4a3fd79d09713,cnt_4dffb78e1edc6
1056,trm_50070dce14554,cnt_5298e85d6d494
1057,trm_4a3fd79d0af71,cnt_4ebca202935c6
1058,trm_557b4b3a6a34d,cnt_4ebca202935c6
1059,trm_557b4a7315f1b,cnt_4ebca202935c6
1060,trm_557b49851e991,cnt_4ebca202935c6
1061,trm_557b4aa070c10,cnt_4ebca202935c6
1062,trm_557b491318742,cnt_4ebca202935c6
1063,trm_4a3fd79d0af66,cnt_4ebca202935c6
1064,trm_557b474e2b578,cnt_4ebca202935c6
1065,trm_4a3fd79d0a20c,cnt_4ebca202935c6
1066,trm_557b4b3a6a34d,cnt_553a682f464e7
1067,trm_557b4b9ccdc4a,cnt_553a682f464e7
1068,trm_557b48e337218,cnt_553a682f464e7
1069,trm_4a3fd79d0af71,cnt_553a682f464e7
1070,trm_557b4a7315f1b,cnt_553a682f464e7
1071,trm_4a3fd79d09c28,cnt_553a682f464e7
1072,trm_4a3fd79d0a20c,cnt_553a682f464e7
1073,trm_557b4993a0fdd,cnt_553a682f464e7
1074,trm_4a3fd79d09902,cnt_50295a3179605
1075,trm_4a3fd79d0b8c1,cnt_4de929f98367a
1076,trm_4a3fd79d0ba01,cnt_4de929f98367a
1077,trm_5022ef7599294,cnt_5022f0d06e757
1078,trm_4a3fd79d0ba0d,cnt_55a30418945f9
1079,trm_551f0f822d95e,cnt_55a30418945f9
1080,trm_551f11bb8f6a8,cnt_55a30418945f9
1081,trm_5678a999f1c19,cnt_4ebcaa52e7dbd
1082,trm_557b4b47d994a,cnt_4ebcaa52e7dbd
1083,trm_4a3fd79d0af71,cnt_4ebcaa52e7dbd
1084,trm_4c3e05903e4bb,cnt_4ebcaa52e7dbd
1085,trm_4a3fd79d0a972,cnt_52991172871a9
1086,trm_557b4b56de455,cnt_55399f7c60721
1087,trm_4a3fd79d0af71,cnt_55399f7c60721
1088,trm_557b4a7315f1b,cnt_55399f7c60721
1089,trm_4a3fd79d0b64e,cnt_55399f7c60721
1090,trm_567982752ff4a,cnt_55399f7c60721
1091,trm_4a3fd79d0b6ad,cnt_4e026dfa02b6d
1092,trm_4a3fd79d0b014,cnt_4e026dfa02b6d
1093,trm_4a3fd79d0b4cd,cnt_4e00ffaa486fa
1094,trm_4a3fd79d0aeb6,cnt_4e039557ad404
1095,trm_4a3fd79d0b802,cnt_4e039557ad404
1096,trm_4a3fd79d0b392,cnt_553a689b663ed
1097,trm_4a3fd79d0aeaa,cnt_52728205170c9
1098,trm_4a3fd79d0b689,cnt_52405c29582fb
1099,trm_4a3fd79d0b80f,cnt_4e0253808fe82
1100,trm_4a3fd79d0b247,cnt_4e0253808fe82
1101,trm_4a3fd79d0a17f,cnt_5022f1079e925
1102,trm_4a3fd79d0b5a7,cnt_515490d277b2e
1103,trm_4a3fd79d0a7f8,cnt_4de6d1650c739
1104,trm_4a3fd79d0a398,cnt_4de671af5aeb3
1105,trm_4a3fd79d0addc,cnt_4e08fdee5aec9
1106,trm_5159c70d0e98e,cnt_52583b494605a
1107,trm_4a3fd79d0aeaa,cnt_52700c2f1cfc3
1108,trm_4a3fd79d0a862,cnt_52700c2f1cfc3
1109,trm_4a3fd79d09ab2,cnt_55a30313da429
1110,trm_4a3fd79d0a116,cnt_4dfa4752a1120
1111,trm_4a3fd79d0a613,cnt_4dfa4752a1120
1112,trm_4a3fd79d0ba6c,cnt_4df92bccc5ae1
1113,trm_4a3fd79d0b083,cnt_50200ddfae9f9
1114,trm_4a3fd79d0a972,cnt_4e08fe37729fc
1115,trm_4a3fd79d09e07,cnt_4e03b364135e2
1116,trm_4a3fd79d0a81b,cnt_4e03b364135e2
1117,trm_52068e5bd9aa1,cnt_5255cc441ddfb
1118,trm_4a3fd79d0b80f,cnt_4e0237ba58871
1119,trm_4a3fd79d0b607,cnt_50046d4f1c8a1
1120,trm_50eb56a7867db,cnt_50eb55fe03a71
1121,trm_4a3fd79d0b148,cnt_5255cc169ffda
1122,trm_4a3fd79d0b160,cnt_4df689fe846de
1123,trm_4a3fd79d09883,cnt_5262d994b86f1
1124,trm_4a3fd79d0a398,cnt_4de671d131ff9
1125,trm_4e31ced566649,cnt_52694fa003431
1126,trm_4b7c270940f9d,cnt_4ded4dc5b5118
1127,trm_4a3fd79d0a3d2,cnt_5271869901fb5
1128,trm_4a3fd79d0a769,cnt_52713b2a0d0e7
1129,trm_4a3fd79d0ad41,cnt_4e023c2ae3c76
1130,trm_557b494ca540d,cnt_4cacee8ad4b14
1131,trm_4a3fd79d0b1a6,cnt_4e00ccaa100fd
1132,trm_4a3fd79d0b340,cnt_4dff7fcf1b8a2
1133,trm_4a3fd79d0b37a,cnt_4dff7fcf1b8a2
1134,trm_4a3fd79d0b077,cnt_4e0126dc131ec
1135,trm_4a3fd79d0a81b,cnt_4e0126dc131ec
1136,trm_4a3fd79d0af7d,cnt_4e0133e4d4fe1
1137,trm_52068e5bd9aa1,cnt_52168a9794c01
1138,trm_4a3fd79d0aeb6,cnt_5798f8797e2d6
1139,trm_51a690a7492eb,cnt_526994fa6650a
1140,trm_4a3fd79d0a972,cnt_4ded2a911252c
1141,trm_4a3fd79d0afc3,cnt_4ded2a911252c
1142,trm_4a3fd79d0a9a1,cnt_4ded2a911252c
1143,trm_525d8b8908809,cnt_525d859ac7a85
1144,trm_5022ef7599294,cnt_52405bbeec6bc
1145,trm_4a3fd79d0b61f,cnt_4de6c00e51eda
1146,trm_52583dceb345e,cnt_52583bc89a63b
1147,trm_4a3fd79d0b5a7,cnt_4b4a609f11b96
1148,trm_4a3fd79d0b92c,cnt_4b4a609f11b96
1149,trm_4a3fd79d0b5a7,cnt_4b4a609f11b96
1150,trm_4a3fd79d0a78d,cnt_5255c9e5a349e
1151,trm_4a3fd79d0b5fb,cnt_52dfa1b677494
1152,trm_4a3fd79d0a972,cnt_4de963f853b03
1153,trm_4a3fd79d0b689,cnt_523df759d51e4
1154,trm_4a3fd79d0b1a6,cnt_4e011aded6b9e
1155,trm_4a3fd79d09f64,cnt_4e011aded6b9e
1156,trm_4a3fd79d0b95b,cnt_52728198e8de8
1157,trm_5595bd89d77c6,cnt_553eb550dc520
1158,trm_4a3fd79d0af71,cnt_553eb550dc520
1159,trm_557b4a7315f1b,cnt_553eb550dc520
1160,trm_4b82c75498408,cnt_5255cbe8f3d77
1161,trm_557b4b3a6a34d,cnt_4b44a4d544ee7
1162,trm_4a3fd79d0af71,cnt_4b44a4d544ee7
1163,trm_557b4a7315f1b,cnt_4b44a4d544ee7
1164,trm_557b49851e991,cnt_4b44a4d544ee7
1165,trm_4aae62e4ad209,cnt_5016e1b12e5c8
1166,trm_52068e5bd9aa1,cnt_5262d9fd26a5f
1167,trm_4a3fd79d098c9,cnt_5262cc12a3d87
1168,trm_4a3fd79d098c9,cnt_5023f9f966183
1169,trm_50eb692db57eb,cnt_50eb6892e9317
1170,trm_4a3fd79d0addc,cnt_4dfa7d1ad09a6
1171,trm_4a3fd79d09c5b,cnt_55410975ce70b
1172,trm_557b482a7c62b,cnt_55410975ce70b
1173,trm_4a3fd79d0b392,cnt_55410975ce70b
1174,trm_4a3fd79d0a908,cnt_4dee551d3a46b
1175,trm_4a3fd79d0b64e,cnt_4dfa3bb649f8a
1176,trm_4a3fd79d0ae7b,cnt_50f84d6fe2b09
1177,trm_4a3fd79d0a81b,cnt_4e011a8762e55
1178,trm_4a3fd79d0a375,cnt_4e011a8762e55
1179,trm_4a3fd79d0a30c,cnt_50f99e5dc7aff
1180,trm_4a3fd79d0b1a6,cnt_4dfb9a322c52f
1181,trm_4a3fd79d0b1d5,cnt_501715cead551
1182,trm_4aae62e4ad209,cnt_4df28c7e2f855
1183,trm_4a3fd79d0a1f4,cnt_4de96cd8c9aad
1184,trm_4a3fd79d09b1c,cnt_4de96cd8c9aad
1185,trm_5021873f37abc,cnt_5021877eb2bcf
1186,trm_4a3fd79d0af71,cnt_54f8cb27bce65
1187,trm_557b4b47d994a,cnt_54f8cb27bce65
1188,trm_55b6b9a666604,cnt_54f8cb27bce65
1189,trm_557b4b56de455,cnt_55399f9ac9c55
1190,trm_5534111a8bc96,cnt_55399f9ac9c55
1191,trm_4a3fd79d0ac87,cnt_526028bb8afc0
1192,trm_551f0f822d95e,cnt_55a304d1cfc84
1193,trm_4a3fd79d0adf4,cnt_52728224d01c3
1194,trm_523e024c14df9,cnt_523df727b2b2d
1195,trm_4a3fd79d0ab65,cnt_52728113402ad
1196,trm_558c7439832d9,cnt_5181f83b8eaae
1197,trm_4a3fd79d0af71,cnt_5181f83b8eaae
1198,trm_55ef3ba010121,cnt_5181f83b8eaae
1199,trm_557b49851e991,cnt_5181f83b8eaae
1200,trm_4a3fd79d098c9,cnt_5023ff000759f
1201,trm_500d8bcf5f29a,cnt_50f37cfea325a
1202,trm_4a3fd79d0b1a6,cnt_4e0219a2de6be
1203,trm_4a3fd79d0b5ef,cnt_4e0219a2de6be
1204,trm_4a3fd79d09de4,cnt_4e0219a2de6be
1205,trm_4aae62e4ad209,cnt_4e0219a2de6be
1206,trm_4a3fd79d0ac87,cnt_4df914f00dd42
1207,trm_4a3fd79d0b80f,cnt_4df914f00dd42
1208,trm_4a3fd79d0ba6c,cnt_4df914f00dd42
1209,trm_50f382d7abdff,cnt_50f38168aba37
1210,trm_4a3fd79d0b65a,cnt_4deeb0951bd72
1211,trm_4a3fd79d0b13d,cnt_5297ca1f4b4b9
1212,trm_55b6b8e291dba,cnt_55314a10d4412
1213,trm_557b4b3a6a34d,cnt_4ebca72d737c1
1214,trm_4a3fd79d0af71,cnt_4ebca72d737c1
1215,trm_557b4a7315f1b,cnt_4ebca72d737c1
1216,trm_4a3fd79d09c28,cnt_4ebca72d737c1
1217,trm_4a3fd79d0b0f7,cnt_4de93e831c09d
1218,trm_4a3fd79d0b95b,cnt_4de93e831c09d
1219,trm_4a3fd79d0b457,cnt_4de93e831c09d
1220,trm_4a3fd79d0b967,cnt_4de93e831c09d
1221,trm_5159c8a5d3d13,cnt_52405bc94d887
1222,trm_4a3fd79d0a781,cnt_4df1456d05cab
1223,trm_4a3fd79d09d35,cnt_4df1456d05cab
1224,trm_4a3fd79d0b65a,cnt_4ded127195273
1225,trm_4a3fd79d0b08f,cnt_4ded127195273
1226,trm_4a3fd79d0b4d8,cnt_4ded127195273
1227,trm_4a3fd79d0b5a7,cnt_4ded127195273
1228,trm_4a3fd79d0ba6c,cnt_4ded127195273
1229,trm_4a3fd79d0b44c,cnt_4e011b28cebdc
1230,trm_523e024c14df9,cnt_523dfd6ddf9ef
1231,trm_523e0419ec219,cnt_523df7816b16b
1232,trm_52068e5bd9aa1,cnt_523c7d0de6735
1233,trm_4a3fd79d0b802,cnt_50f741b1591cf
1234,trm_557b4acdee820,cnt_55399e5ab094d
1235,trm_55ef1fd2bc418,cnt_55399e5ab094d
1236,trm_4c3e05903e4bb,cnt_55399e5ab094d
1237,trm_51a690a7492eb,cnt_5298ed53c8281
1238,trm_5022ef7599294,cnt_525c5771523cb
1239,trm_4a3fd79d0a775,cnt_52700566e4732
1240,trm_557b4b9ccdc4a,cnt_55399dc274d97
1241,trm_4a3fd79d0a20c,cnt_55399dc274d97
1242,trm_557b4993a0fdd,cnt_55399dc274d97
1243,trm_557b4b3a6a34d,cnt_55314757a78a1
1244,trm_557b4891e9265,cnt_55314757a78a1
1245,trm_557b4a7315f1b,cnt_55314757a78a1
1246,trm_4a3fd79d0af71,cnt_55314757a78a1
1247,trm_4a3fd79d0b967,cnt_52167fc85b968
1248,trm_4a3fd79d0b44c,cnt_4e03b8c2457b4
1249,trm_4a3fd79d0ba30,cnt_4dfbaf2722de5
1250,trm_4a3fd79d0aac8,cnt_4df67df7aaaea
1251,trm_4a3fd79d0995e,cnt_50eb0b3d09ef0
1252,trm_557b48d40d3cf,cnt_553a6e6f8336e
1253,trm_557b4b7e68727,cnt_553a6e6f8336e
1254,trm_4a3fd79d0b083,cnt_4df9011fa1f5b
1255,trm_4a3fd79d0a038,cnt_5005ca466073a
1256,trm_4a3fd79d09be2,cnt_502ade46b2038
1257,trm_4a3fd79d09f2a,cnt_4e08ed0d8815f
1258,trm_4a3fd79d0b34b,cnt_57964433e0efb
1259,trm_557b4af7cc1cb,cnt_55314b2a72bee
1260,trm_557b477b4a15f,cnt_55314b2a72bee
1261,trm_557b4a7315f1b,cnt_55314b2a72bee
1262,trm_4a3fd79d0af71,cnt_55314b2a72bee
1263,trm_4a3fd79d0a9a1,cnt_4ded518b33a0b
1264,trm_4a3fd79d0a95a,cnt_50f3bc8c135bc
1265,trm_4a3fd79d0b7f4,cnt_5021b5773a9ae
1266,trm_557b491318742,cnt_4c6b5fd5bfc41
1267,trm_557b474e2b578,cnt_4c6b5fd5bfc41
1268,trm_557b4b3a6a34d,cnt_4c6b5fd5bfc41
1269,trm_4a3fd79d0af71,cnt_4c6b5fd5bfc41
1270,trm_557b49851e991,cnt_4c6b5fd5bfc41
1271,trm_4a3fd79d0af66,cnt_4c6b5fd5bfc41
1272,trm_4a3fd79d0a78d,cnt_52713899ea192
1273,trm_558c7b5228ed4,cnt_553e85fc78496
1274,trm_4a3fd79d0af71,cnt_553e85fc78496
1275,trm_558c7b337080f,cnt_553e85fc78496
1276,trm_558c7b14c076e,cnt_553e85d4af020
1277,trm_4a3fd79d0af71,cnt_553e85d4af020
1278,trm_558c7b337080f,cnt_553e85d4af020
1279,trm_525c58f9aabae,cnt_5297c9dbcc0ef
1280,trm_4a3fd79d0ba0d,cnt_4e026543eae67
1281,trm_4a3fd79d098a6,cnt_4e026543eae67
1282,trm_4a3fd79d0b665,cnt_50f73673c04d8
1283,trm_4a3fd79d0a972,cnt_4de948beb7f3c
1284,trm_4a3fd79d0b4b5,cnt_4de948beb7f3c
1285,trm_4a3fd79d0ac9e,cnt_4ded480d5aec0
1286,trm_4a3fd79d0b5a7,cnt_4ded480d5aec0
1287,trm_4a3fd79d0a972,cnt_523f593964534
1288,trm_4a3fd79d0b154,cnt_523dfd9d6a5ba
1289,trm_4a3fd79d098a6,cnt_4e02624559a17
1290,trm_4a3fd79d0ba0d,cnt_4e02624559a17
1291,trm_4a3fd79d0a775,cnt_5022b5173b371
1292,trm_4a3fd79d0b64e,cnt_4de91ce5f279a
1293,trm_4a3fd79d0b5a7,cnt_4de929a613652
1294,trm_4a3fd79d0b8c1,cnt_4de929a613652
1295,trm_557b4b05ae470,cnt_553a6fbcbd6e6
1296,trm_4a3fd79d0af71,cnt_553a6fbcbd6e6
1297,trm_557b4a7315f1b,cnt_553a6fbcbd6e6
1298,trm_4a3fd79d0a22f,cnt_4e0381ab6d190
1299,trm_4a3fd79d0a972,cnt_5262d6e7255a4
1300,trm_4a3fd79d09d35,cnt_4e0129bf96513
1301,trm_4a3fd79d0a666,cnt_523f5c876e89c
1302,trm_523f5f918cb2c,cnt_523f5c876e89c
1303,trm_4a3fd79d09902,cnt_55a30151c0e78
1304,trm_4a3fd79d09be2,cnt_502ade7522e56
1305,trm_4a3fd79d0a775,cnt_5266bcb8dd805
1306,trm_4a3fd79d0b689,cnt_5298e814e6fcd
1307,trm_4a3fd79d0a613,cnt_5298e86a0ad46
1308,trm_4a3fd79d0a775,cnt_5266cc547e0dd
1309,trm_4a3fd79d0b5ef,cnt_524b5702780ad
1310,trm_4a3fd79d0b908,cnt_4de7c5df194ea
1311,trm_4a3fd79d09902,cnt_50070f9310204
1312,trm_4a3fd79d0b5a7,cnt_4dee5f41244cc
1313,trm_4a3fd79d0ba6c,cnt_4dee5f41244cc
1314,trm_4a3fd79d0a04f,cnt_4dee5f41244cc
1315,trm_4a3fd79d0aab0,cnt_4df6a77053b3f
1316,trm_4a3fd79d0b4a9,cnt_4df6a77053b3f
1317,trm_4a3fd79d0b083,cnt_4df6a77053b3f
1318,trm_52068e5bd9aa1,cnt_5206140b96f95
1319,trm_4a3fd79d0b892,cnt_4e08ed6a4d30d
1320,trm_557b4b7e68727,cnt_55314b56bceed
1321,trm_557b493133416,cnt_55314b56bceed
1322,trm_4a3fd79d0af71,cnt_55314b56bceed
1323,trm_557b4a7315f1b,cnt_55314b56bceed
1324,trm_523c7afe39f78,cnt_523c7cdacdc20
1325,trm_4a3fd79d0b4b5,cnt_4de6716415d2d
1326,trm_4a3fd79d0b1d5,cnt_50f7346907d30
1327,trm_4a3fd79d0b311,cnt_5262cc597b2b1
1328,trm_4a3fd79d098c9,cnt_4de6c9842dbbe
1329,trm_4a3fd79d0ab70,cnt_4de6c9842dbbe
1330,trm_4a3fd79d09b28,cnt_4de6c9842dbbe
1331,trm_4a3fd79d0a613,cnt_500ed6d06dd2e
1332,trm_52090251db8c8,cnt_524055e0365e7
1333,trm_4a3fd79d0b5fb,cnt_5298e7e9cce5d
1334,trm_4a3fd79d0af71,cnt_55399a202b4ff
1335,trm_557b4b3a6a34d,cnt_55399a202b4ff
1336,trm_557b4a7315f1b,cnt_55399a202b4ff
1337,trm_557b49851e991,cnt_55399a202b4ff
1338,trm_557b4aa070c10,cnt_55399a202b4ff
1339,trm_4a3fd79d0ab70,cnt_4de6c84f74508
